Biosample ID	Population code
SAME1840173	ACB
SAME1839444	ACB
SAME1839307	ACB
SAME1839288	ACB
SAME125357	CDX
SAME1839457	CDX
SAME1839610	PJL
SAME1839682	ACB
SAME1839351	ACB
SAME1839146	KHV
SAME1839495	GWD
SAME1839300	PJL
SAME1839270	PJL
SAME1840293	PJL
SAME1840390	GWD
SAME1840191	GWD
SAME1839544	PJL
SAME1839607	PJL
SAME1839065	PJL
SAME1839129	PJL
SAME1840149	GWD
SAME1840172	ACB
SAME1840070	ACB
SAME1839852	PJL
SAME1839832	GWD
SAME1839652	GWD
SAME1839414	GWD
SAME1839451	GWD
SAME1839231	GWD
SAME1839045	GWD
SAME1840161	GWD
SAME1839938	GWD
SAME1839916	GWD
SAME1839436	ESN
SAME1839749	GWD
SAME1839732	PJL
SAME1839874	PJL
SAME1839162	PJL
SAME1840345	PJL
SAME1839413	GWD
SAME1839061	ESN
SAME1840069	GWD
SAME1839854	GWD
SAME1840246	ESN
SAME1839132	GWD
SAME1839725	GWD
SAME1839593	GWD
SAME1839639	GWD
SAME1840360	MSL
SAME1840126	MSL
SAME1839765	ESN
SAME1839884	ESN
SAME1839365	ESN
SAME1839385	ESN
SAME1839092	ESN
SAME1839399	MSL
SAME1839455	MSL
SAME1839940	PJL
SAME1839795	PJL
SAME1839442	MSL
SAME1839211	MSL
SAME1839127	ESN
SAME1839663	ESN
SAME1839016	MSL
SAME1839044	MSL
SAME1840324	MSL
SAME1839234	PJL
SAME1840046	MSL
SAME1839781	MSL
SAME1839827	MSL
SAME1839850	MSL
SAME1839130	MSL
SAME1840110	MSL
SAME1839996	MSL
SAME1840088	ESN
SAME1839972	ESN
SAME1839580	MSL
SAME1839648	MSL
SAME1839903	ESN
SAME1839472	ESN
SAME1839702	MSL
SAME1839486	PJL
SAME1839957	ESN
SAME1839800	ESN
SAME1839213	ESN
SAME1840231	ESN
SAME1840014	GWD
SAME1839561	MSL
SAME1839430	MSL
SAME1839463	MSL
SAME1839242	MSL
SAME1839290	MSL
SAME1839311	BEB
SAME1839259	PJL
SAME1840154	ESN
SAME1840371	STU
SAME1840137	STU
SAME1839030	STU
SAME1840311	STU
SAME1840333	STU
SAME1839627	STU
SAME1840051	PJL
SAME1839831	ITU
SAME1840236	BEB
SAME1839929	BEB
SAME1839955	BEB
SAME1839261	STU
SAME1839309	STU
SAME1839074	STU
SAME1839119	PJL
SAME1839999	ITU
SAME1840028	STU
SAME1839885	STU
SAME1839814	STU
SAME1839141	PJL
SAME1840408	ITU
SAME1840351	ITU
SAME1840117	ITU
SAME1839291	STU
SAME1839166	STU
SAME1839190	STU
SAME1840272	STU
SAME1840291	STU
SAME1840218	ITU
SAME1839915	BEB
SAME1840162	ITU
SAME1840097	ITU
SAME1840196	ITU
SAME1839965	ITU
SAME1839701	ITU
SAME1839372	ITU
SAME1839389	STU
SAME1839353	BEB
SAME1839155	ITU
SAME1840411	ITU
SAME1840359	STU
SAME1839953	ITU
SAME1840065	STU
SAME1839660	STU
SAME1839173	BEB
SAME1839739	ITU
SAME1839637	STU
SAME1839395	STU
SAME1839752	ITU
SAME1839484	BEB
SAME1839517	BEB
SAME1839224	BEB
SAME1839787	STU
SAME1839565	ITU
SAME1839685	ITU
SAME1839614	ITU
SAME1840346	BEB
SAME1840369	STU
SAME1839329	BEB
SAME1839033	BEB
SAME1839500	STU
SAME1839102	ITU
SAME1840082	ITU
SAME1839718	ITU
SAME125140	CEU
SAME123209	CEU
SAME123044	CEU
SAME123135	CEU
SAME124901	CEU
SAME125320	CEU
SAME125332	CEU
SAME125129	CEU
SAME124761	CEU
SAME124552	CEU
SAME122862	CEU
SAME124378	CEU
SAME124375	CEU
SAME123572	CEU
SAME1839225	STU
SAME1839040	ITU
SAME1839056	STU
SAME1840281	ITU
SAME1840102	BEB
SAME1839968	BEB
SAME1839986	BEB
SAME1840044	BEB
SAME1839771	BEB
SAME1839823	BEB
SAME124550	CEU
SAME124756	CEU
SAME124759	CEU
SAME1840300	BEB
SAME123994	CEU
SAME123190	CEU
SAME123387	CEU
SAME123391	CEU
SAME123951	CEU
SAME124117	CEU
SAME125097	CEU
SAME123967	CEU
SAME125143	CEU
SAME123214	CEU
SAME124886	YRI
SAME124881	YRI
SAME124669	YRI
SAME124674	CHB
SAME124156	CEU
SAME124952	CEU
SAME123087	CEU
SAME124822	CEU
SAME123518	CEU
SAME124256	CEU
SAME124103	YRI
SAME125056	YRI
SAME124318	YRI
SAME123022	CEU
SAME125077	CEU
SAME124639	CEU
SAME125158	CEU
SAME125360	CEU
SAME124080	CEU
SAME124907	YRI
SAME124910	YRI
SAME125101	YRI
SAME123718	CHB
SAME124867	CHB
SAME123225	CHB
SAME125032	CHB
SAME124088	CHB
SAME124094	CHB
SAME123925	CHB
SAME123922	CHB
SAME123545	YRI
SAME123563	YRI
SAME123406	YRI
SAME124507	CHB
SAME124502	CHB
SAME124895	CHB
SAME123661	CHB
SAME122982	CHB
SAME122977	CHB
SAME123739	CHB
SAME123734	CHB
SAME123719	CHB
SAME123909	CHB
SAME124736	YRI
SAME124488	CHB
SAME124475	CHB
SAME124270	CHB
SAME124263	CHB
SAME123037	YRI
SAME124310	JPT
SAME124315	JPT
SAME124665	LWK
SAME125244	LWK
SAME125026	JPT
SAME123006	JPT
SAME123960	JPT
SAME123954	JPT
SAME123763	JPT
SAME123766	JPT
SAME123012	JPT
SAME122820	JPT
SAME122816	JPT
SAME123370	JPT
SAME123367	JPT
SAME123171	YRI
SAME125074	JPT
SAME125078	JPT
SAME124893	JPT
SAME124896	JPT
SAME124478	JPT
SAME125119	JPT
SAME124114	JPT
SAME124109	JPT
SAME124855	LWK
SAME124852	LWK
SAME125385	YRI
SAME124147	YRI
SAME125081	YRI
SAME125240	YRI
SAME125112	YRI
SAME123393	YRI
SAME122953	YRI
SAME122944	YRI
SAME125015	YRI
SAME125236	YRI
SAME124608	YRI
SAME124419	YRI
SAME124416	YRI
SAME124041	YRI
SAME125310	YRI
SAME122988	YRI
SAME122993	YRI
SAME125383	YRI
SAME125093	LWK
SAME124706	LWK
SAME125091	LWK
SAME124276	LWK
SAME125045	YRI
SAME124984	LWK
SAME123452	LWK
SAME123311	LWK
SAME123471	LWK
SAME123463	LWK
SAME124340	LWK
SAME123372	YRI
SAME123017	YRI
SAME124037	LWK
SAME123853	LWK
SAME123852	LWK
SAME122954	LWK
SAME123129	MXL
SAME122955	MXL
SAME123903	MXL
SAME122794	MXL
SAME124718	MXL
SAME123502	MXL
SAME123701	MXL
SAME124696	MXL
SAME123639	MXL
SAME124873	MXL
SAME123122	LWK
SAME124978	MXL
SAME124271	LWK
SAME124492	LWK
SAME122945	LWK
SAME125411	LWK
SAME123296	LWK
SAME123295	LWK
SAME122790	MXL
SAME122936	MXL
SAME124230	ASW
SAME124229	ASW
SAME124787	ASW
SAME123988	ASW
SAME124357	TSI
SAME124355	TSI
SAME123330	MXL
SAME125246	ASW
SAME125029	ASW
SAME125050	ASW
SAME124404	ASW
SAME124406	ASW
SAME124596	ASW
SAME124598	ASW
SAME123706	MXL
SAME123895	MXL
SAME124066	MXL
SAME124063	MXL
SAME122887	ASW
SAME123615	ASW
SAME123616	ASW
SAME124584	ASW
SAME123802	ASW
SAME123997	ASW
SAME124198	ASW
SAME124195	ASW
SAME124382	ASW
SAME123602	ASW
SAME123811	ASW
SAME125272	ASW
SAME124714	ASW
SAME123151	MXL
SAME123152	MXL
SAME123800	GIH
SAME122839	GIH
SAME123596	GIH
SAME123882	GIH
SAME124013	TSI
SAME124165	TSI
SAME124164	TSI
SAME123821	TSI
SAME125365	TSI
SAME125362	TSI
SAME125189	TSI
SAME125184	TSI
SAME122894	TSI
SAME124562	TSI
SAME124559	TSI
SAME124017	TSI
SAME123433	GIH
SAME123245	GIH
SAME123247	GIH
SAME123805	GIH
SAME125147	TSI
SAME122865	TSI
SAME124572	TSI
SAME123610	TSI
SAME124174	TSI
SAME124744	TSI
SAME124369	TSI
SAME123140	GIH
SAME122922	GIH
SAME122917	GIH
SAME123138	GIH
SAME124435	GIH
SAME124184	GIH
SAME123584	GIH
SAME123317	GIH
SAME123325	GIH
SAME124438	GIH
SAME123163	GIH
SAME124026	GIH
SAME123831	GIH
SAME123879	GIH
SAME123667	GIH
